25821,The Werewolves of Miller's Hollow,1.3166,8,18,9.595238095238095, '13', '14', '15', '16', '17',https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__original/img/wnY8qstdl7kDu7pTOY72gYGzaUk=/0x0/filters:format(jpeg)/pic510856.jpg,1102,21926,21926,21926,21926,21926,21926
756,Black Vienna,2.62,3,6,11.5,60,60,60,10,460,0,1,0,0,0,0,0,0
172613,Pirates of the 7 Seas,2.5556,2,4,9.5,60,45,60,9,460,0,1,0,1,0,0,0,0
19878,Lucca Città,1.7302,3,5,9.0,30,20,30,10,460,0,1,0,1,0,0,0,0
6569,Cronberg,1.9074,2,4,10.0,20,20,20,8,460,0,1,0,1,0,0,0,0
162580,Realm of Wonder,2.1905,2,6,9.142857142857142,45,45,45,10,461,0,0,0,0,0,0,0,0
180179,Siggil,1.4091,1,4,8.0,20,20,20,8,461,0,0,0,0,0,0,0,0
315060,Unmatched: Buffy the Vampire Slayer,1.875,2,4,9.0,40,20,40,14,461,0,0,0,0,0,0,0,0
302,Forum Romanum,2.3824,2,6,11.0,45,45,45,10,461,0,0,0,0,0,1,0,0
131246,Siberia: The Card Game,2.0667,2,4,9.0,20,20,20,9,461,0,0,0,1,0,0,0,0
135888,Titanium Wars,2.4444,3,4,12.0,90,60,90,12,461,0,1,0,0,0,0,0,0
199242,Mini Rogue: A 9-Card Print-and-Play Game,1.5926,1,2,9.428571428571429,60,10,60,10,462,0,0,0,0,0,0,0,0
99808,Pizza Theory,1.6,2,3,8.4,15,10,15,6,462,0,0,0,0,0,1,0,0
197455,Dice Heist,1.0,2,5,6.0,20,20,20,14,462,0,0,0,1,0,0,0,0
300751,Mini Express,2.36,1,5,10.0,45,30,45,8,462,0,1,0,0,0,0,0,0
35634,Samurai: The Card Game,2.0312,2,4,10.5,60,60,60,12,462,0,1,0,0,0,0,0,0
2607,Totopoly,1.9333,2,6,8.5,90,90,90,8,462,0,1,0,1,0,0,0,0
1498,Paydirt,2.26,1,2,9.0,90,60,90,11,462,21926,1,1,0,0,0,0,0
203740,Age of Thieves,2.7,2,4,10.0,120,60,120,14,463,0,0,0,0,0,0,0,0
2608,King Oil,1.6585,2,4,10.5,60,60,60,9,463,0,0,0,0,0,0,0,0
318009,Dinosaur Island: Rawr 'n Write,2.8571,1,4,11.333333333333334,45,30,45,10,463,0,0,0,0,0,0,0,0
3529,Vampire Hunter,1.3056,2,4,7.25,30,30,30,9,463,0,0,0,0,0,0,0,0
170202,Floating Market,1.625,2,5,8.0,45,30,45,13,463,0,0,0,1,0,0,0,0
18901,Monopoly: Here and Now,1.697,2,8,6.0,180,180,180,8,463,0,0,0,1,0,0,0,0
36745,Simply Ingenious,1.1667,2,4,7.0,20,20,20,7,463,0,0,0,1,0,0,0,0
11202,The First World War,2.3373,2,4,12.0,90,90,90,12,463,0,0,1,0,0,0,0,0
137154,Auf Teufel komm raus,1.6667,2,6,10.0,40,40,40,10,464,0,0,0,0,0,0,0,0
143994,Capo Dei Capi,1.5909,2,2,8.0,20,20,20,8,464,0,0,0,0,0,0,0,0
172032,Bottlecap Vikings,1.7143,2,4,8.666666666666666,60,30,60,10,464,0,0,0,0,0,0,0,0
275840,Dungeon Academy,1.25,1,6,9.0,20,20,20,10,464,0,0,0,0,0,0,0,0
27451,Activity 2,1.68,3,16,9.2,60,60,60,12,464,0,0,0,0,0,0,1,0
1669,Mosby's Raiders: Guerilla Warfare in the Civil War,2.5283,1,1,12.5,120,120,120,12,464,0,0,1,0,0,0,0,0
19679,Hordes,3.3226,2,8,,60,60,60,12,464,1,0,1,0,0,0,0,0
170415,Dungeon of Fortune,1.4667,2,6,8.0,30,30,30,8,465,0,0,0,0,0,0,0,0
221230,Farlight,2.375,2,5,11.333333333333334,45,45,45,14,465,0,0,0,0,0,0,0,0
71099,Ingenious Challenges,1.375,2,4,10.0,30,30,30,14,465,0,0,0,0,0,0,0,0
34819,Pengoloo,1.0,2,4,4.166666666666667,10,10,10,4,465,0,0,0,0,0,0,0,1
13328,Chromino,1.2414,1,8,4.666666666666667,30,30,30,7,465,0,0,0,0,0,1,0,0
17988,Die Dolmengötter,2.2,2,5,10.0,30,30,30,10,465,0,0,0,0,0,1,0,0
3093,Croak!,1.5625,2,4,5.6,20,20,20,6,465,0,0,0,0,0,1,0,1
24764,Monopoly: The Mega Edition,2.1,2,8,5.75,90,90,90,8,465,0,0,0,1,0,0,0,0
118337,Urbanization,2.8723,2,4,12.0,75,75,75,12,465,0,1,0,0,0,0,0,0
89342,Tomorrow,2.6957,4,6,14.0,90,90,90,18,465,0,1,1,0,0,0,0,0
125943,Corporate America,2.1724,3,6,12.0,120,90,120,13,465,1,0,0,0,0,0,1,0
300930,Schotten Totten 2,1.9167,2,2,8.0,20,20,20,8,466,0,0,0,0,0,0,0,0
1527,Bitin' Off Hedz,1.2037,2,8,,60,60,60,10,466,0,0,0,1,0,0,0,0
4651,Stalingrad,2.3621,2,2,13.666666666666666,120,120,120,12,466,0,0,1,0,0,0,0,0
2960,Camden,1.9091,2,4,10.0,20,20,20,10,466,0,1,0,0,0,1,0,0
137811,Galactic Strike Force,3.3103,2,6,10.4,60,60,60,13,466,1,0,0,0,0,0,0,0
160814,Cartoon Network Fluxx,1.4615,2,6,7.0,15,15,15,8,467,0,0,0,0,0,0,0,0
162041,Ninja Taisen,1.4211,2,2,9.0,20,20,20,8,467,0,0,0,0,0,0,0,0
224079,Sailing Toward Osiris,2.7778,2,5,9.0,90,60,90,14,467,0,0,0,0,0,0,0,0
336794,Galaxy Trucker,2.2222,2,4,8.0,30,20,30,8,467,0,0,0,0,0,0,0,0
321277,Tinners' Trail,2.8333,1,5,12.0,90,60,90,14,467,0,1,0,0,0,0,0,0
686,Dr. Jekyll & Mr. Hyde,2.3611,3,4,12.0,60,60,60,10,467,0,1,0,0,0,0,0,0
257674,Vampire: The Masquerade – Heritage,3.0526,2,4,13.6,90,45,90,14,467,1,0,0,0,0,0,0,0
2281,Pictionary,1.2355,3,16,9.090909090909092, '10']",11981,9,124,467,21926,21926,21926,452,21926,0,0,0
91,Paths of Glory,3.8421,2,2,14.457142857142857,480,480,480,14,4672,0,0,1,0,0,0,0,0
134253,Hostage Negotiator,2.0,1,1,13.35483870967742,20,20,20,13,4677,1,0,0,0,0,0,0,0
204543,Speak Out,1.0,4,5,6.0,30,15,30,16,468,0,0,0,0,0,0,0,0
204493,Sakura Arms,2.9412,2,2,10.666666666666666,30,30,30,14,468,0,0,0,0,1,0,0,0
23334,Doodle Dice,1.0571,2,6,5.166666666666667,30,20,30,6,468,0,0,0,1,0,0,0,0
23263,Clue DVD Game,1.8824,3,5,10.5,60,60,60,10,468,21926,0,0,0,0,0,0,0
152847,Shinobi WAT-AAH!,1.9375,2,4,8.0,45,20,45,10,469,0,0,0,0,0,0,0,0
16362,Hula Hippos,1.0179,2,4,5.2,10,10,10,5,469,0,0,0,0,0,0,0,1
3702,Topple,1.1579,2,4,6.0,20,20,20,6,469,0,0,0,1,0,0,0,1
4907,PAC-MAN Game,1.2821,2,4,5.0,20,20,20,7,469,0,0,0,1,0,0,0,1
138166,Huida de Silver City,2.4375,1,4,11.555555555555555,120,120,120,12,469,1,0,0,0,0,0,0,0
1084,Das Gold der Maya,1.6667,2,4,,45,45,45,10,47,0,0,0,0,0,0,0,0
111543,Teneriffa,1.3333,2,4,10.0,40,40,40,10,47,0,0,0,0,0,0,0,0
117891,Das Ligretto Fußballspiel,1.5,2,6,,15,15,15,8,47,0,0,0,0,0,0,0,0
121043,Pass-Ackwords,1.4,4,4,12.0,60,40,60,12,47,0,0,0,0,0,0,0,0
122820,Mistrz Słowa,2.6667,2,10,10.0,30,30,30,8,47,0,0,0,0,0,0,0,0
12683,Cookin' Cookies,1.0,2,4,4.0,10,10,10,4,47,0,0,0,0,0,0,0,0
128672,Ricochet Rock Jockeys,1.75,2,6,,30,30,30,11,47,0,0,0,0,0,0,0,0
130357,Go First Dice,1.0,2,4,4.0,1,1,1,8,47,0,0,0,0,0,0,0,0
131914,King's Bounty,1.0,2,5,10.0,30,30,30,8,47,0,0,0,0,0,0,0,0
132773,Ovni,2.6667,3,4,10.0,60,60,60,14,47,0,0,0,0,0,0,0,0
132785,Monopoly: CityVille,0.0,2,4,,75,75,75,8,47,0,0,0,0,0,0,0,0
13333,Dead Hand Chaos Poker,1.8,2,10,,5,5,5,11,47,0,0,0,0,0,0,0,0
13361,Spaceopoly,1.7143,2,6,,0,0,0,7,47,0,0,0,0,0,0,0,0
13623,Who's in the Bag,1.2,4,0,,10,10,10,8,47,0,0,0,0,0,0,0,0
137331,Terzetto,1.25,2,2,,15,15,15,8,47,0,0,0,0,0,0,0,0
141250,Pirackie Skarby,1.0,2,5,8.0,15,15,15,6,47,0,0,0,0,0,0,0,0
143085,7 Dice Wonders,1.875,1,4,8.0,20,20,20,7,47,0,0,0,0,0,0,0,0
1453,Pain Doctors: The Game of Recreational Surgery,1.6667,2,6,14.0,60,60,60,14,47,0,0,0,0,0,0,0,0
145586,sQuizz,0.0,2,8,,20,20,20,12,47,0,0,0,0,0,0,0,0
145765,Cucco 21,1.0,5,12,,30,30,30,6,47,0,0,0,0,0,0,0,0
145963,Wetland,1.0,2,4,8.0,30,30,30,0,47,0,0,0,0,0,0,0,0
152848,Knockout,1.3333,2,4,9.0,30,30,30,13,47,0,0,0,0,0,0,0,0
153372,NichtLustig: Fäkalini,1.0,2,4,,20,20,20,8,47,0,0,0,0,0,0,0,0
153710,Dodge Dice,1.0,2,6,,15,15,15,8,47,0,0,0,0,0,0,0,0
15380,The Game of CHIPS,1.0,2,4,5.5,15,15,15,7,47,0,0,0,0,0,0,0,0
154482,Dream Heist,2.0,2,5,,60,60,60,13,47,0,0,0,0,0,0,0,0
15542,Orangino,1.0,2,6,,0,0,0,0,47,0,0,0,0,0,0,0,0
155745,Stak Bots: Yellow Expansion,1.0,1,6,,10,10,10,8,47,0,0,0,0,0,0,0,0
156930,Pizza XXL,1.3333,2,5,6.0,20,20,20,6,47,0,0,0,0,0,0,0,0
15958,Sphinx,1.2857,2,2,6.0,20,20,20,12,47,0,0,0,0,0,0,0,0
163963,League of Hackers,3.0,2,4,,30,30,30,12,47,0,0,0,0,0,0,0,0
164600,Monkeys Need Love Too,1.375,2,6,8.0,60,15,60,8,47,0,0,0,0,0,0,0,0
165471,Col-Or-Form,1.0,2,4,8.0,20,20,20,10,47,0,0,0,0,0,0,0,0
167505,Star Wars Force Grab,1.2,2,6,3.0,0,0,0,6,47,0,0,0,0,0,0,0,0
168436,Pièces MontéeS,2.5,2,4,,20,20,20,8,47,0,0,0,0,0,0,0,0
170190,Time Jockeys,1.75,2,6,,25,25,25,12,47,0,0,0,0,0,0,0,0
17071,Caravans of Ahldarahd,2.375,2,5,,60,60,60,10,47,0,0,0,0,0,0,0,0
1715,Od,1.8,2,4,,45,45,45,12,47,0,0,0,0,0,0,0,0
172510,Asterix & Obelix: Mission Zaubertrank!,1.5,2,4,,40,20,40,10,47,0,0,0,0,0,0,0,0
173755,Aquaducts,1.6667,1,1,8.0,10,5,10,8,47,0,0,0,0,0,0,0,0
178177,Orkensturm,0.0,3,8,,0,90,0,14,47,0,0,0,0,0,0,0,0
18044,BreaKey,1.0,2,2,3.0,1,1,1,0,47,0,0,0,0,0,0,0,0
181376,G.Nome,2.0,3,6,10.0,10,10,10,0,47,0,0,0,0,0,0,0,0
184108,Monopoly: Despicable Me,1.0,2,4,5.0,180,15,180,5,47,0,0,0,0,0,0,0,0
184337,Risk: Marvel Cinematic Universe,2.0,2,5,,60,60,60,10,47,0,0,0,0,0,0,0,0
192225,Pickle Letter,1.0,2,5,8.0,20,20,20,7,47,0,0,0,0,0,0,0,0
198060,Lex in Lemniscate,3.75,2,8,14.0,20,10,20,14,47,0,0,0,0,0,0,0,0
20036,Spinnentwist,2.2,2,2,10.0,30,30,30,10,47,0,0,0,0,0,0,0,0
200760,YOOLOO,1.0,3,8,,45,5,45,6,47,0,0,0,0,0,0,0,0
202245,DiceWar: Roots of Mali Standalone,3.0,2,2,10.0,30,10,30,12,47,0,0,0,0,0,0,0,0
202617,18CLE,4.0,3,6,,270,180,270,18,47,0,0,0,0,0,0,0,0
204671,Dear Leader,1.0,5,9,,60,5,60,13,47,0,0,0,0,0,0,0,0
206074,The Solo System,3.3333,1,1,13.0,240,30,240,12,47,0,0,0,0,0,0,0,0
20954,Alpen Express,1.0,2,4,6.5,20,20,20,5,47,0,0,0,0,0,0,0,0
209653,Gameception,0.0,2,10,,5000,5,5000,8,47,0,0,0,0,0,0,0,0
213304,4 Seasons,2.0,3,4,,30,30,30,10,47,0,0,0,0,0,0,0,0
215796,Spank the Yeti,1.0,2,10,16.0,0,30,0,17,47,0,0,0,0,0,0,0,0
215806,IKAN,2.0,2,4,8.0,0,30,0,8,47,0,0,0,0,0,0,0,0
216895,Das Duell um die Geld,2.0,3,5,,150,60,150,12,47,0,0,0,0,0,0,0,0
220124,5ive: King's Court,1.0,2,4,6.2,30,15,30,6,47,0,0,0,0,0,0,0,0
220721,Star Plus,1.5,2,6,8.0,0,20,0,7,47,0,0,0,0,0,0,0,0
222291,Ivion,3.0,2,4,,30,15,30,13,47,0,0,0,0,0,0,0,0
22344,Fatal Rendez Vous,2.0,5,20,,30,30,30,8,47,0,0,0,0,0,0,0,0
231837,Action Cats!,1.0,3,6,,45,20,45,9,47,0,0,0,0,0,0,0,0
234615,Rory's Story Cubes: Rampage,1.0,1,12,,20,15,20,6,47,0,0,0,0,0,0,0,0
237388,Horticulture Master,2.0,2,5,,60,40,60,7,47,0,0,0,0,0,0,0,0
237798,The Wilson Wolfe Affair,3.5,1,10,,0,0,0,13,47,0,0,0,0,0,0,0,0
2391,Risky Strategy,1.0,2,6,,45,45,45,12,47,0,0,0,0,0,0,0,0
244216,Shark Bite,0.0,2,4,,15,3,15,4,47,0,0,0,0,0,0,0,0
244269,Wizardz Bluff,2.0,2,4,6.0,45,30,45,8,47,0,0,0,0,0,0,0,0
245223,1883: Building Railroads in Northern Italy,4.1667,2,4,11.0,300,180,300,12,47,0,0,0,0,0,0,0,0
246723,Krom,1.5,2,5,,40,30,40,7,47,0,0,0,0,0,0,0,0
247316,Pikto,1.0,3,6,8.0,30,30,30,12,47,0,0,0,0,0,0,0,0
248430,Zener,0.0,2,2,6.0,15,10,15,8,47,0,0,0,0,0,0,0,0
249692,Rare Roses,2.0,1,6,,60,45,60,14,47,0,0,0,0,0,0,0,0
250525,Paleolithic,1.5,2,4,4.0,60,40,60,7,47,0,0,0,0,0,0,0,0
25475,Whoopies,1.125,2,8,,20,20,20,4,47,0,0,0,0,0,0,0,0
258137,Robin Hood,2.75,2,2,,120,60,120,12,47,0,0,0,0,0,0,0,0
26101,Worst Case Scenario: The Game of Surviving Life,1.3333,2,4,16.0,30,30,30,12,47,0,0,0,0,0,0,0,0
265304,A Billion Suns: Interstellar Fleet Battles,3.5,2,6,11.0,90,30,90,10,47,0,0,0,0,0,0,0,0
266744,Rick and Morty: Look Who's Purging Now Card Game,1.0,2,4,,30,15,30,0,47,0,0,0,0,0,0,0,0
2676,Demo Derby: Saturday Night at the Track,1.1667,2,6,,30,30,30,0,47,0,0,0,0,0,0,0,0
268185,Warhammer: The Game of Fantasy Battles (Fourth Edition),2.0,2,2,12.0,360,180,360,12,47,0,0,0,0,0,0,0,0
26956,Cranium Super Showdown,1.0,4,6,,20,20,20,8,47,0,0,0,0,0,0,0,0
272234,Los Muertos No Hablan,1.0,3,6,,25,25,25,10,47,0,0,0,0,0,0,0,0
283699,Towers of Am'harb,0.0,2,4,,45,30,45,15,47,0,0,0,0,0,0,0,0
284323,Cro-Magnon: First Steps of Civilization,1.8,1,4,8.0,90,40,90,8,47,0,0,0,0,0,0,0,0
28596,GridIron Master,3.0,2,2,,120,120,120,10,47,0,0,0,0,0,0,0,0
286021,Free Market: NYC,3.5,2,5,,180,90,180,12,47,0,0,0,0,0,0,0,0
286831,Panic Diner,1.0,2,5,8.0,20,20,20,7,47,0,0,0,0,0,0,0,0
287325,Exceed: Shovel Knight – Hope Box,3.0,2,2,,25,15,25,12,47,0,0,0,0,0,0,0,0
288920,Hội Phố,1.0,3,5,,30,15,30,10,47,0,0,0,0,0,0,0,0
294216,Musical Chairs,2.0,2,4,,60,30,60,14,47,0,0,0,0,0,0,0,0
294813,The Drifter,1.75,1,1,13.0,80,15,80,12,47,0,0,0,0,0,0,0,0
301541,Latte Throwdown,1.0,2,4,8.0,25,15,25,8,47,0,0,0,0,0,0,0,0
304983,Key Enigma: Hack Forward,3.0,1,6,,960,480,960,14,47,0,0,0,0,0,0,0,0
311894,Cartaventuras,2.0,1,8,,45,30,45,8,47,0,0,0,0,0,0,0,0
311990,Macaron,2.0,1,5,,30,20,30,10,47,0,0,0,0,0,0,0,0
313349,Indus 2500 BCE,2.0,1,5,7.0,60,30,60,14,47,0,0,0,0,0,0,0,0
319736,La Familia Hort,1.25,2,4,7.0,40,30,40,8,47,0,0,0,0,0,0,0,0
321756,Hammer Time,1.0,2,4,3.5,30,15,30,5,47,0,0,0,0,0,0,0,0
322697,Revolver Noir,1.3333,2,2,9.0,15,15,15,10,47,0,0,0,0,0,0,0,0
325678,Sherlock: Ensayos Fabianos,0.0,1,8,,60,60,60,10,47,0,0,0,0,0,0,0,0
325679,Sherlock: La copia,1.0,1,8,,60,60,60,10,47,0,0,0,0,0,0,0,0
325704,Escape Room: The Game – 2 Players Horror,2.0,1,2,12.0,60,60,60,16,47,0,0,0,0,0,0,0,0
35635,Get to the Chopper!!!,1.2222,2,5,6.0,30,30,30,0,47,0,0,0,0,0,0,0,0
3700,Monster Island,1.6667,2,2,,45,45,45,8,47,0,0,0,0,0,0,0,0
38665,Don't Say It,2.0,4,0,8.0,0,0,0,6,47,0,0,0,0,0,0,0,0
39549,Destination Hogwarts,1.3333,2,8,4.0,0,0,0,0,47,0,0,0,0,0,0,0,0
39587,Machi,2.3333,3,5,10.0,90,90,90,10,47,0,0,0,0,0,0,0,0
41068,Twilight: The Board Game,1.5,2,8,,60,60,60,10,47,0,0,0,0,0,0,0,0
4574,Slang Teasers,2.0,3,0,,60,60,60,12,47,0,0,0,0,0,0,0,0
4596,Ein Nilpferd kommt selten allein,1.6667,3,8,,60,60,60,12,47,0,0,0,0,0,0,0,0
47170,The Tower of Mystery,2.0,2,8,7.333333333333333,30,30,30,8,47,0,0,0,0,0,0,0,0
6400,Boccerball,1.0,2,2,5.0,30,30,30,0,47,0,0,0,0,0,0,0,0
6659,Harry Potter Casting Stones,1.25,2,2,,20,20,20,8,47,0,0,0,0,0,0,0,0
7159,The Boardgame Book,0.0,0,0,,0,0,0,8,47,0,0,0,0,0,0,0,0
75418,Regimental Fire and Fury,3.0,2,0,14.0,180,180,180,0,47,0,0,0,0,0,0,0,0
86169,King's Valley,1.0,2,2,6.0,5,5,5,0,47,0,0,0,0,0,0,0,0
8675,Tops,1.25,2,4,,20,20,20,7,47,0,0,0,0,0,0,0,0
8842,Eselspiel,1.4,2,8,,20,20,20,5,47,0,0,0,0,0,0,0,0
88957,Avatar: The Board Game,1.4,2,4,7.0,0,0,0,8,47,0,0,0,0,0,0,0,0
9248,Taxi!,2.0,2,6,,120,120,120,8,47,0,0,0,0,0,0,0,0
94363,Vizia,1.5,2,4,10.0,30,30,30,7,47,0,0,0,0,0,0,0,0
95503,Donkey: It's a Kick!,1.0,3,8,8.0,45,45,45,8,47,0,0,0,0,0,0,0,0
9571,Baha,1.5,2,6,,30,30,30,7,47,0,0,0,0,0,0,0,0
9705,More Dirty Minds,1.6,2,4,,120,120,120,18,47,0,0,0,0,0,0,0,0
99286,Raiding Parties: Golden Age of Piracy,1.6667,2,4,,30,30,30,10,47,0,0,0,0,0,0,0,0
16428,Mr. Bucket,1.0,2,4,4.0,10,10,10,4,47,0,0,0,0,0,0,0,1
41189,Animal Upon Animal: The Card Game,1.0,2,4,,10,10,10,5,47,0,0,0,0,0,0,0,1
5893,Haunted Mansion Game,1.125,2,4,,30,30,30,5,47,0,0,0,0,0,0,0,1
66047,Fast Lane,1.0,2,6,5.0,10,10,10,6,47,0,0,0,0,0,0,0,1
7715,Porca Miseria,1.0,3,8,,30,30,30,8,47,0,0,0,0,0,0,0,1
9115,Questo Gioco del Calcio,1.6,2,8,12.0,45,45,45,8,47,0,0,0,0,0,0,0,1
10593,Hepta,1.5,1,2,,20,20,20,0,47,0,0,0,0,0,1,0,0
11965,Topminos,1.5,2,4,6.0,20,20,20,6,47,0,0,0,0,0,1,0,0
13103,Triolet,2.0,2,4,,30,30,30,8,47,0,0,0,0,0,1,0,0
20203,Breakout,1.0,2,2,,20,20,20,6,47,0,0,0,0,0,1,0,0
2230,Ayanu,2.2857,2,2,10.666666666666666,30,30,30,10,47,0,0,0,0,0,1,0,0
28860,Totem Land,2.25,2,4,,15,15,15,8,47,0,0,0,0,0,1,0,0
29491,Dipole,2.875,2,2,,30,30,30,0,47,0,0,0,0,0,1,0,0
6771,Sceptre 1027 A.D.,2.3333,2,4,11.0,120,120,120,0,47,0,0,0,0,0,1,0,0
7421,Rhumb Line,1.1667,2,2,4.0,25,25,25,0,47,0,0,0,0,0,1,0,0
792,Megiddo,2.3333,2,3,,20,20,20,8,47,0,0,0,0,0,1,0,0
1977,Tor,1.2,2,2,6.0,20,20,20,8,47,0,0,0,1,0,0,0,0
10822,The Seven Years World War,3.1111,2,4,13.0,240,240,240,12,47,0,0,1,0,0,0,0,0
12049,Wintergewitter,3.2,2,2,16.0,300,300,300,12,47,0,0,1,0,0,0,0,0
120509,Olympic & Coronet,2.8,1,2,,0,0,0,0,47,0,0,1,0,0,0,0,0
12252,Clash Along the Psel: The Battle of Kursk 1943,3.9,2,2,12.0,120,120,120,14,47,0,0,1,0,0,0,0,0
125400,Nieuport 1600,2.25,2,2,14.0,240,240,240,12,47,0,0,1,0,0,0,0,0
14881,Rebel Sabers: Civil War Cavalry Battles,3.3333,2,4,16.0,1500,240,1500,12,47,0,0,1,0,0,0,0,0
17649,First Blood: The 1st and 2nd Battles of Manassas,3.875,2,2,16.0,480,480,480,14,47,0,0,1,0,0,0,0,0
184559,Lock 'n Load Tactical: Heroes in Defiance,4.2,2,2,16.0,240,120,240,12,47,0,0,1,0,0,0,0,0
225166,Rogue State,3.0,1,1,15.333333333333334,120,30,120,13,47,0,0,1,0,0,0,0,0
225909,Burning Mountains,3.25,2,2,16.0,240,180,240,12,47,0,0,1,0,0,0,0,0
2260,Blood and Iron,2.75,2,2,12.0,300,300,300,12,47,0,0,1,0,0,0,0,0
25014,Grand Fleet,2.6154,2,2,12.666666666666666,240,120,240,12,47,0,0,1,0,0,0,0,0
25665,Red Russia,3.1429,2,4,15.0,240,240,240,14,47,0,0,1,0,0,0,0,0
263301,Imperium Romanum,4.0,1,6,16.0,6000,60,6000,12,47,0,0,1,0,0,0,0,0
2756,Alien Contact: Extraterrestrial Empires in Conflict,2.6,2,6,14.666666666666666,240,240,240,12,47,0,0,1,0,0,0,0,0
286358,Commands & Colors Tricorne: Jacobite Rising,2.5,2,2,16.0,90,60,90,0,47,0,0,1,0,0,0,0,0
294594,1985: Deadly Northern Lights,4.5556,2,4,16.0,5000,180,5000,0,47,0,0,1,0,0,0,0,0
295931,Granada: Last Stand of the Moors – 1482-1492,2.8,2,2,16.0,240,180,240,14,47,0,0,1,0,0,0,0,0
42256,Cold War Battles 2: Pentomic Wurzburg & Kabul '79,3.3333,1,2,16.0,240,240,240,12,47,0,0,1,0,0,0,0,0
49394,Battleground Fantasy Warfare: Dwarves of Runegard,2.3333,2,2,,60,60,60,12,47,0,0,1,0,0,0,0,0
5669,Salvo!,2.1111,2,2,12.0,45,45,45,12,47,0,0,1,0,0,0,0,0
5723,Shattered States,2.2857,2,6,,120,120,120,0,47,0,0,1,0,0,0,0,0
6129,Jena,3.0,2,4,14.0,240,240,240,12,47,0,0,1,0,0,0,0,0
66809,Flying Lead,2.6667,2,0,,60,60,60,10,47,0,0,1,0,0,0,0,0
6699,Command Decision III,3.6667,2,2,,360,360,360,15,47,0,0,1,0,0,0,0,0
6721,Victory in Vietnam,3.125,2,2,13.333333333333334,180,180,180,12,47,0,0,1,0,0,0,0,0
6744,Feudal Lord,3.2143,1,16,14.0,60,60,60,12,47,0,0,1,0,0,0,0,0
6890,The Last Blitzkrieg,3.1111,1,2,15.0,360,360,360,12,47,0,0,1,0,0,0,0,0
6920,The Omega War,3.2,2,2,16.0,45,45,45,12,47,0,0,1,0,0,0,0,0
728,The Sun Never Sets: Three Campaigns of the British Empire,2.8571,2,2,12.0,180,180,180,0,47,0,0,1,0,0,0,0,0
74311,The Hardest Days,2.6667,1,1,,240,240,240,12,47,0,0,1,0,0,0,0,0
7977,Balkan Hell,2.5,2,2,16.0,120,120,120,12,47,0,0,1,0,0,0,0,0
97512,For the Crown,2.8,2,2,,30,30,30,12,47,0,1,0,0,0,1,0,0
120444,Project Pandora: Grim Cargo,2.5,2,2,10.0,60,15,60,10,47,1,1,0,0,0,0,0,0
206448,Noxford,1.8333,2,4,,40,20,40,8,470,0,0,0,0,0,0,0,0
242569,Penny Papers Adventures: The Valley of Wiraqocha,2.0,1,99,8.0,20,20,20,9,470,0,0,0,0,0,0,0,0
279135,Cat Café,1.7143,2,4,9.0,30,30,30,10,470,0,0,0,0,0,0,0,0
159209,Bucket King 3D,1.2308,2,6,8.0,20,20,20,8,470,0,0,0,1,0,0,0,0
166109,Meteor,1.8947,1,6,12.0,15,15,15,12,470,0,0,0,1,0,0,0,0
3320,The Game of Life: A Jedi's Path,1.3714,2,4,5.0,60,60,60,9,470,0,0,0,1,0,0,0,1
23981,Genesis,2.0635,2,4,8.4,45,45,45,10,470,0,1,0,1,0,0,0,0
2301,The New Dungeon!,1.68,1,6,6.5,45,45,45,8,470,1,0,0,0,0,0,0,0
182619,M.U.L.E. The Board Game,2.64,3,4,10.666666666666666,120,90,120,14,471,0,0,0,0,0,0,0,0
256705,Seasons of Rice,1.6364,2,2,8.0,20,20,20,8,471,0,0,0,0,0,0,0,0
267475,Stay Cool,1.0,3,7,12.0,30,10,30,12,471,0,0,0,0,0,0,0,0
145219,Craftsmen,4.0714,2,5,12.857142857142858,180,120,180,10,471,0,1,0,0,0,0,0,0
332321,ALIEN: Fate of the Nostromo,2.0,1,5,9.0,60,45,60,10,472,0,0,0,0,0,0,0,0
27970,Star Wars PocketModel TCG,1.6197,2,8,9.666666666666666,20,20,20,8,472,0,0,0,0,1,0,0,0
179350,Bretagne,3.4146,2,4,12.0,120,90,120,14,472,0,1,0,0,0,0,0,0
1693,Gladiator,2.9184,2,6,13.2,30,15,30,12,472,0,1,1,0,0,0,0,0
144525,Dungeon Twister: The Card Game,2.9615,2,2,13.0,60,15,60,13,472,1,1,0,0,0,0,0,0
119193,Crazy Creatures of Dr. Gloom,1.1905,2,4,5.333333333333333,20,20,20,7,473,0,0,0,0,0,0,0,0
94734,Heroica: Nathuz,1.5357,2,3,5.0,15,15,15,8,473,0,0,0,0,0,0,0,0
4688,Angola,3.1739,2,4,13.5,480,480,480,0,473,0,0,1,0,0,0,0,0
170318,Among the Stars: Revival,2.2941,2,6,11.0,30,30,30,12,474,0,0,0,0,0,0,0,0
220778,Sticky Chameleons,1.0,2,5,5.5,20,20,20,6,474,0,0,0,0,0,0,0,0
254213,Boomerang,1.6667,2,4,8.0,45,30,45,10,474,0,0,0,0,0,0,0,0
269041,Calavera,1.0769,2,4,8.0,20,20,20,8,474,0,0,0,0,0,0,0,0
216234,Pocket Ops,1.3,2,2,7.428571428571429,20,20,20,8,474,0,0,0,0,0,1,0,0
21613,Diabolo,1.3469,3,5,8.0,30,30,30,8,474,0,0,0,1,0,0,0,0
